Row,Name,Neighborhood,Year,Value
13650,Ozone,406.0,2018,31.0
13653,Ozone,405.0,2018,31.0
13655,Fine Particles,105.0,2018,8.9
13657,Ozone,310.0,2018,25.9
13661,Fine Particles,106.0,2018,9.1
13662,Ozone,402.0,2018,30.3
13664,Ozone,504.0,2018,30.3
13665,Ozone,211.0,2018,29.6
13667,Ozone,404.0,2018,31.0
13668,Ozone,304.0,2018,27.2
13677,Ozone,101.0,2018,29.8
13678,Ozone,201.0,2018,29.0
13679,Ozone,301.0,2018,29.0
13680,Ozone,401.0,2018,29.7
13692,Ozone,303.0,2018,28.8
13693,Ozone,403.0,2018,31.3
13694,Nitrogen Dioxide,405.0,2018,12.5
13695,Nitrogen Dioxide,406.0,2018,12.4
13697,Nitrogen Dioxide,105.0,2018,15.2
13703,Ozone,502.0,2018,29.9
13706,Nitrogen Dioxide,502.0,2018,9.3
13709,Nitrogen Dioxide,504.0,2018,6.3
13710,Fine Particles,502.0,2018,7.5
13711,Nitrogen Dioxide,503.0,2018,9.1
13712,Nitrogen Dioxide,403.0,2018,13.0
13718,Fine Particles,101.0,2018,8.3
13719,Fine Particles,401.0,2018,9.4
13722,Ozone,407.0,2018,31.9
13726,Ozone,408.0,2018,31.3
13727,Ozone,307.0,2018,24.0
13728,Ozone,308.0,2018,26.4
13729,Ozone,207.0,2018,31.0
14645,Nitrogen Dioxide,307.0,2019,24.8
14646,Fine Particles,307.0,2019,11.1
14647,Fine Particles,208.0,2019,7.7
14655,Nitrogen Dioxide,202.0,2019,18.0
14660,Nitrogen Dioxide,409.0,2019,13.0
14661,Nitrogen Dioxide,104.0,2019,12.8
14662,Nitrogen Dioxide,211.0,2019,16.7
14665,Ozone,302.0,2019,27.1
14667,Nitrogen Dioxide,204.0,2019,12.0
14668,Fine Particles,404.0,2019,7.3
14669,Nitrogen Dioxide,203.0,2019,14.3
14670,Nitrogen Dioxide,209.0,2019,13.0
14676,Ozone,409.0,2019,33.4
14677,Ozone,410.0,2019,37.4
14682,Fine Particles,211.0,2019,9.0
14683,Fine Particles,204.0,2019,8.0
14685,Nitrogen Dioxide,205.0,2019,16.2
14686,Nitrogen Dioxide,303.0,2019,16.7
14687,Ozone,204.0,2019,32.6
14697,Fine Particles,405.0,2019,7.9
14706,Nitrogen Dioxide,301.0,2019,14.0
14707,Nitrogen Dioxide,501.0,2019,14.3
14708,Fine Particles,301.0,2019,8.2
14709,Fine Particles,203.0,2019,8.1
14712,Ozone,501.0,2019,27.3
14713,Ozone,201.0,2019,27.8
14714,Ozone,101.0,2019,28.4
14715,Ozone,401.0,2019,28.4
14716,Fine Particles,303.0,2019,8.3
14723,Fine Particles,309.0,2019,10.1
14726,Fine Particles,302.0,2019,8.2
14727,Fine Particles,306.0,2019,11.2
14729,Nitrogen Dioxide,207.0,2019,12.8
14730,Nitrogen Dioxide,306.0,2019,24.9
14734,Fine Particles,106.0,2019,8.3
14738,Nitrogen Dioxide,308.0,2019,22.6
14739,Fine Particles,201.0,2019,9.9
14740,Fine Particles,103.0,2019,7.8
14743,Fine Particles,202.0,2019,8.9
14746,Ozone,405.0,2019,31.3
14747,Ozone,106.0,2019,28.6
14762,Fine Particles,207.0,2019,7.9
14788,Fine Particles,310.0,2019,9.5
14789,Fine Particles,206.0,2019,7.9
14790,Fine Particles,205.0,2019,8.9
14792,Fine Particles,304.0,2019,8.6
14798,Fine Particles,210.0,2019,7.6
14799,Ozone,309.0,2019,25.7
14804,Fine Particles,305.0,2019,9.1
14807,Ozone,103.0,2019,29.6
14808,Ozone,303.0,2019,27.5
14811,Ozone,202.0,2019,27.6
14812,Ozone,306.0,2019,23.8
14813,Nitrogen Dioxide,103.0,2019,12.2
14814,Nitrogen Dioxide,305.0,2019,20.1
14815,Nitrogen Dioxide,304.0,2019,18.8
14816,Nitrogen Dioxide,101.0,2019,10.4
14817,Nitrogen Dioxide,401.0,2019,17.7
14818,Nitrogen Dioxide,309.0,2019,20.3
14819,Nitrogen Dioxide,310.0,2019,23.1
14820,Nitrogen Dioxide,410.0,2019,7.3
14821,Nitrogen Dioxide,210.0,2019,10.0
14822,Nitrogen Dioxide,302.0,2019,16.8
14823,Nitrogen Dioxide,406.0,2019,12.6
14833,Fine Particles,409.0,2019,7.2
14835,Fine Particles,501.0,2019,7.8
14838,Fine Particles,104.0,2019,7.8
14839,Fine Particles,410.0,2019,7.0
14841,Fine Particles,105.0,2019,8.3
14844,Fine Particles,102.0,2019,7.7
14846,Fine Particles,101.0,2019,7.8
14850,Nitrogen Dioxide,208.0,2019,9.2
14853,Fine Particles,503.0,2019,7.4
14857,Fine Particles,209.0,2019,7.8
14858,Ozone,310.0,2019,24.7
14859,Ozone,403.0,2019,31.3
14860,Ozone,105.0,2019,29.1
14863,Fine Particles,406.0,2019,7.4
14864,Ozone,102.0,2019,30.3
14865,Nitrogen Dioxide,106.0,2019,15.4
14866,Fine Particles,504.0,2019,7.3
14867,Ozone,404.0,2019,31.7
14873,Nitrogen Dioxide,206.0,2019,13.6
14874,Ozone,205.0,2019,28.8
14885,Nitrogen Dioxide,102.0,2019,12.3
14895,Ozone,301.0,2019,27.7
14896,Nitrogen Dioxide,407.0,2019,11.7
14898,Fine Particles,107.0,2019,8.7
14899,Fine Particles,308.0,2019,10.8
14901,Fine Particles,407.0,2019,7.5
14902,Ozone,503.0,2019,28.8
14903,Ozone,203.0,2019,30.5
14906,Ozone,209.0,2019,30.8
14907,Ozone,210.0,2019,33.3
14908,Ozone,206.0,2019,30.6
14910,Ozone,307.0,2019,24.0
14911,Ozone,208.0,2019,34.1
14914,Ozone,305.0,2019,25.9
14916,Nitrogen Dioxide,107.0,2019,15.5
14919,Ozone,211.0,2019,29.3
14920,Ozone,104.0,2019,30.9
14932,Ozone,406.0,2019,31.8
14933,Fine Particles,403.0,2019,7.8
14934,Ozone,504.0,2019,30.1
14936,Ozone,304.0,2019,25.6
14938,Fine Particles,401.0,2019,9.3
14939,Nitrogen Dioxide,201.0,2019,19.2
14958,Fine Particles,502.0,2019,7.4
14959,Fine Particles,402.0,2019,8.6
14960,Ozone,502.0,2019,29.1
14961,Ozone,402.0,2019,30.0
14965,Ozone,107.0,2019,29.6
14971,Ozone,407.0,2019,33.3
14972,Ozone,408.0,2019,32.8
14992,Ozone,308.0,2019,25.0
14993,Fine Particles,408.0,2019,7.5
15005,Ozone,207.0,2019,31.4
15006,Nitrogen Dioxide,408.0,2019,13.1
15020,Nitrogen Dioxide,105.0,2019,14.4
15024,Nitrogen Dioxide,504.0,2019,7.8
15025,Nitrogen Dioxide,404.0,2019,12.5
15030,Nitrogen Dioxide,402.0,2019,15.6
15032,Nitrogen Dioxide,503.0,2019,10.4
15033,Nitrogen Dioxide,405.0,2019,12.8
15034,Nitrogen Dioxide,403.0,2019,13.6
15035,Nitrogen Dioxide,502.0,2019,11.4
15632,Nitrogen Dioxide,202.0,2020,13.0
15635,Nitrogen Dioxide,204.0,2020,10.4
15636,Fine Particles,211.0,2020,7.6
15637,Fine Particles,204.0,2020,6.9
15639,Nitrogen Dioxide,401.0,2020,14.2
15641,Fine Particles,203.0,2020,7.0
15642,Fine Particles,105.0,2020,7.3
15644,Fine Particles,410.0,2020,6.3
15645,Fine Particles,409.0,2020,6.6
15647,Fine Particles,206.0,2020,6.7
15648,Fine Particles,102.0,2020,7.2
15649,Fine Particles,310.0,2020,7.8
15650,Nitrogen Dioxide,303.0,2020,14.2
15651,Fine Particles,205.0,2020,7.3
15652,Fine Particles,103.0,2020,7.2
15654,Nitrogen Dioxide,103.0,2020,13.2
15655,Fine Particles,501.0,2020,6.9
15656,Nitrogen Dioxide,201.0,2020,14.7
15657,Nitrogen Dioxide,308.0,2020,16.2
15658,Fine Particles,302.0,2020,7.4
15659,Nitrogen Dioxide,102.0,2020,13.0
15660,Nitrogen Dioxide,403.0,2020,11.0
15661,Ozone,305.0,2020,29.3
15662,Ozone,403.0,2020,31.6
15663,Nitrogen Dioxide,301.0,2020,14.0
15664,Nitrogen Dioxide,501.0,2020,9.8
15665,Ozone,501.0,2020,27.0
15666,Ozone,201.0,2020,29.7
15667,Ozone,401.0,2020,31.0
15668,Nitrogen Dioxide,206.0,2020,10.7
15669,Ozone,202.0,2020,28.8
15670,Ozone,102.0,2020,30.9
15671,Fine Particles,306.0,2020,8.7
15672,Ozone,205.0,2020,28.9
15673,Fine Particles,305.0,2020,7.4
15674,Fine Particles,303.0,2020,7.3
15675,Ozone,209.0,2020,29.8
15676,Ozone,409.0,2020,30.0
15677,Ozone,410.0,2020,31.5
15678,Ozone,104.0,2020,32.1
15679,Ozone,211.0,2020,29.4
15680,Ozone,304.0,2020,29.0
15681,Fine Particles,104.0,2020,7.1
15686,Nitrogen Dioxide,106.0,2020,14.8
15690,Nitrogen Dioxide,406.0,2020,9.5
15691,Nitrogen Dioxide,306.0,2020,19.3
15699,Ozone,404.0,2020,30.5
15701,Ozone,105.0,2020,30.2
15702,Ozone,103.0,2020,30.2
15703,Ozone,203.0,2020,29.2
15706,Fine Particles,309.0,2020,8.1
15707,Fine Particles,106.0,2020,7.2
15718,Fine Particles,406.0,2020,6.7
15726,Fine Particles,304.0,2020,7.2
15740,Fine Particles,403.0,2020,7.1
15743,Nitrogen Dioxide,205.0,2020,11.8
15744,Nitrogen Dioxide,305.0,2020,16.3
15745,Nitrogen Dioxide,203.0,2020,11.6
15751,Nitrogen Dioxide,304.0,2020,15.1
15752,Fine Particles,407.0,2020,6.7
15753,Fine Particles,308.0,2020,8.5
15763,Nitrogen Dioxide,307.0,2020,19.7
15770,Ozone,207.0,2020,29.5
15771,Ozone,107.0,2020,31.5
15773,Fine Particles,307.0,2020,8.4
15776,Nitrogen Dioxide,310.0,2020,16.6
15778,Ozone,101.0,2020,28.5
15779,Ozone,301.0,2020,28.8
15784,Ozone,306.0,2020,27.8
15785,Ozone,302.0,2020,29.5
15790,Nitrogen Dioxide,107.0,2020,14.3
15791,Ozone,308.0,2020,28.5
15795,Nitrogen Dioxide,404.0,2020,8.7
15798,Ozone,303.0,2020,30.2
15799,Ozone,405.0,2020,30.2
15800,Ozone,407.0,2020,29.7
15836,Ozone,307.0,2020,27.7
15847,Fine Particles,503.0,2020,6.6
15857,Fine Particles,404.0,2020,6.7
15861,Fine Particles,210.0,2020,6.5
15869,Fine Particles,301.0,2020,7.4
15871,Nitrogen Dioxide,309.0,2020,14.5
15872,Fine Particles,101.0,2020,7.2
15873,Fine Particles,201.0,2020,8.0
15875,Nitrogen Dioxide,211.0,2020,13.2
15876,Fine Particles,202.0,2020,7.4
15878,Fine Particles,405.0,2020,6.9
15879,Nitrogen Dioxide,409.0,2020,8.4
15881,Nitrogen Dioxide,104.0,2020,12.1
15891,Fine Particles,208.0,2020,6.6
15892,Fine Particles,209.0,2020,6.7
15893,Fine Particles,504.0,2020,6.5
15895,Nitrogen Dioxide,410.0,2020,6.0
15896,Nitrogen Dioxide,210.0,2020,8.9
15898,Nitrogen Dioxide,101.0,2020,12.2
15907,Fine Particles,408.0,2020,6.7
15908,Fine Particles,107.0,2020,7.5
15910,Nitrogen Dioxide,407.0,2020,9.5
15911,Nitrogen Dioxide,302.0,2020,14.6
15914,Nitrogen Dioxide,208.0,2020,8.6
15915,Nitrogen Dioxide,207.0,2020,10.7
15929,Fine Particles,207.0,2020,6.8
15935,Ozone,503.0,2020,27.7
15937,Ozone,106.0,2020,30.1
15938,Ozone,210.0,2020,30.9
15944,Ozone,206.0,2020,29.4
15945,Ozone,309.0,2020,28.9
15946,Ozone,310.0,2020,27.7
15951,Ozone,204.0,2020,29.5
15954,Ozone,504.0,2020,29.6
15974,Nitrogen Dioxide,503.0,2020,7.8
15976,Ozone,406.0,2020,30.5
15982,Nitrogen Dioxide,105.0,2020,14.5
15985,Ozone,402.0,2020,30.9
15986,Ozone,502.0,2020,28.3
15987,Nitrogen Dioxide,209.0,2020,9.8
15989,Nitrogen Dioxide,502.0,2020,8.0
15991,Nitrogen Dioxide,504.0,2020,7.3
15994,Fine Particles,502.0,2020,6.6
15995,Nitrogen Dioxide,402.0,2020,12.9
15996,Nitrogen Dioxide,405.0,2020,10.5
16003,Fine Particles,401.0,2020,7.8
16005,Fine Particles,402.0,2020,7.4
16009,Ozone,408.0,2020,29.5
16027,Ozone,208.0,2020,30.4
16034,Nitrogen Dioxide,408.0,2020,9.4
16615,Fine Particles,410.0,2021,7.2
16616,Fine Particles,204.0,2021,8.3
16617,Fine Particles,211.0,2021,9.2
16618,Fine Particles,104.0,2021,8.5
16619,Fine Particles,208.0,2021,8.0
16620,Fine Particles,308.0,2021,10.2
16621,Nitrogen Dioxide,308.0,2021,17.9
16624,Nitrogen Dioxide,304.0,2021,15.7
16628,Nitrogen Dioxide,307.0,2021,20.2
16629,Nitrogen Dioxide,106.0,2021,14.2
16630,Nitrogen Dioxide,410.0,2021,4.9
16631,Nitrogen Dioxide,409.0,2021,9.9
16632,Fine Particles,305.0,2021,8.9
16633,Fine Particles,203.0,2021,8.5
16634,Fine Particles,303.0,2021,8.7
16635,Fine Particles,202.0,2021,9.1
16636,Nitrogen Dioxide,306.0,2021,20.2
16642,Nitrogen Dioxide,203.0,2021,11.9
16643,Nitrogen Dioxide,105.0,2021,13.8
16662,Ozone,104.0,2021,30.3
16663,Ozone,305.0,2021,27.8
16670,Nitrogen Dioxide,101.0,2021,10.8
16671,Fine Particles,501.0,2021,8.3
16673,Fine Particles,103.0,2021,8.7
16680,Fine Particles,309.0,2021,9.8
16687,Ozone,207.0,2021,30.9
16688,Ozone,208.0,2021,32.3
16689,Ozone,107.0,2021,29.5
16693,Nitrogen Dioxide,309.0,2021,15.7
16694,Nitrogen Dioxide,310.0,2021,17.8
16695,Nitrogen Dioxide,501.0,2021,11.8
16697,Fine Particles,107.0,2021,9.0
16698,Fine Particles,207.0,2021,8.3
16700,Fine Particles,106.0,2021,8.6
16702,Fine Particles,401.0,2021,9.1
16704,Nitrogen Dioxide,303.0,2021,14.5
16706,Ozone,409.0,2021,31.5
16707,Ozone,209.0,2021,30.4
16708,Ozone,410.0,2021,34.8
16712,Ozone,406.0,2021,30.5
16715,Nitrogen Dioxide,103.0,2021,12.1
16724,Fine Particles,105.0,2021,8.7
16727,Fine Particles,301.0,2021,8.8
16731,Ozone,106.0,2021,29.2
16732,Nitrogen Dioxide,207.0,2021,10.7
16733,Nitrogen Dioxide,107.0,2021,15.1
16742,Ozone,203.0,2021,30.3
16743,Ozone,105.0,2021,29.0
16745,Ozone,205.0,2021,29.0
16751,Ozone,201.0,2021,27.8
16757,Fine Particles,307.0,2021,10.1
16758,Ozone,211.0,2021,29.3
16760,Ozone,303.0,2021,28.4
16761,Nitrogen Dioxide,407.0,2021,9.8
16762,Ozone,210.0,2021,32.0
16763,Fine Particles,310.0,2021,9.6
16764,Fine Particles,209.0,2021,8.3
16765,Ozone,301.0,2021,27.9
16771,Fine Particles,402.0,2021,9.0
16774,Fine Particles,405.0,2021,8.3
16775,Ozone,304.0,2021,27.8
16776,Fine Particles,304.0,2021,8.7
16777,Fine Particles,404.0,2021,7.9
16778,Ozone,302.0,2021,28.5
16779,Fine Particles,102.0,2021,8.5
16780,Fine Particles,302.0,2021,8.8
16781,Fine Particles,101.0,2021,8.7
16782,Fine Particles,201.0,2021,9.6
16783,Fine Particles,210.0,2021,8.0
16785,Fine Particles,306.0,2021,10.4
16792,Nitrogen Dioxide,301.0,2021,13.2
16794,Fine Particles,205.0,2021,9.0
16795,Nitrogen Dioxide,104.0,2021,12.3
16796,Fine Particles,403.0,2021,8.2
16797,Nitrogen Dioxide,305.0,2021,16.7
16799,Nitrogen Dioxide,206.0,2021,11.4
16800,Nitrogen Dioxide,204.0,2021,10.8
16801,Nitrogen Dioxide,404.0,2021,10.0
16809,Ozone,307.0,2021,26.9
16810,Nitrogen Dioxide,202.0,2021,14.6
16817,Fine Particles,408.0,2021,8.0
16818,Fine Particles,407.0,2021,7.9
16823,Nitrogen Dioxide,210.0,2021,8.5
16824,Nitrogen Dioxide,209.0,2021,10.8
16826,Nitrogen Dioxide,504.0,2021,5.4
16828,Nitrogen Dioxide,102.0,2021,12.4
16839,Ozone,309.0,2021,28.3
16850,Ozone,306.0,2021,27.1
16851,Ozone,403.0,2021,30.8
16867,Ozone,402.0,2021,29.2
16888,Nitrogen Dioxide,208.0,2021,8.2
16889,Ozone,308.0,2021,28.0
16906,Ozone,101.0,2021,29.0
16909,Nitrogen Dioxide,205.0,2021,13.7
16910,Nitrogen Dioxide,405.0,2021,11.3
16911,Ozone,503.0,2021,29.1
16912,Ozone,103.0,2021,30.0
16916,Nitrogen Dioxide,211.0,2021,14.7
16919,Ozone,206.0,2021,30.5
16920,Ozone,310.0,2021,28.0
16924,Ozone,102.0,2021,30.4
16925,Ozone,202.0,2021,28.7
16931,Fine Particles,206.0,2021,8.3
16932,Ozone,204.0,2021,31.1
16933,Ozone,404.0,2021,30.1
16935,Nitrogen Dioxide,201.0,2021,17.2
16941,Fine Particles,503.0,2021,8.0
16942,Ozone,405.0,2021,30.5
16944,Fine Particles,409.0,2021,7.7
16946,Ozone,502.0,2021,29.1
16949,Fine Particles,504.0,2021,7.6
16950,Ozone,504.0,2021,30.2
16953,Ozone,501.0,2021,28.6
16954,Ozone,401.0,2021,29.2
16956,Fine Particles,406.0,2021,7.9
16965,Ozone,407.0,2021,31.9
16966,Ozone,408.0,2021,31.0
17003,Fine Particles,502.0,2021,8.1
17008,Nitrogen Dioxide,502.0,2021,9.6
17009,Nitrogen Dioxide,401.0,2021,15.5
17015,Nitrogen Dioxide,503.0,2021,8.6
17016,Nitrogen Dioxide,403.0,2021,11.7
17017,Nitrogen Dioxide,302.0,2021,14.4
17018,Nitrogen Dioxide,406.0,2021,10.5
17019,Nitrogen Dioxide,402.0,2021,14.7
17036,Nitrogen Dioxide,408.0,2021,10.8
17602,Fine Particles,409.0,2022,6.1
17603,Nitrogen Dioxide,408.0,2022,10.5
17604,Nitrogen Dioxide,201.0,2022,14.1
17605,Nitrogen Dioxide,301.0,2022,13.5
17606,Nitrogen Dioxide,204.0,2022,10.9
17607,Nitrogen Dioxide,409.0,2022,9.8
17608,Fine Particles,305.0,2022,7.1
17609,Fine Particles,202.0,2022,6.9
17610,Fine Particles,102.0,2022,7.1
17611,Nitrogen Dioxide,306.0,2022,19.5
17612,Nitrogen Dioxide,102.0,2022,11.6
17613,Nitrogen Dioxide,406.0,2022,10.6
17621,Fine Particles,402.0,2022,6.9
17626,Nitrogen Dioxide,202.0,2022,13.4
17628,Nitrogen Dioxide,206.0,2022,10.1
17629,Nitrogen Dioxide,210.0,2022,8.5
17630,Fine Particles,209.0,2022,6.0
17631,Fine Particles,206.0,2022,6.2
17639,Nitrogen Dioxide,405.0,2022,10.6
17642,Fine Particles,211.0,2022,7.0
17647,Fine Particles,304.0,2022,7.0
17653,Nitrogen Dioxide,106.0,2022,13.6
17654,Nitrogen Dioxide,305.0,2022,15.2
17655,Nitrogen Dioxide,501.0,2022,9.4
17656,Nitrogen Dioxide,302.0,2022,13.2
17658,Nitrogen Dioxide,104.0,2022,12.0
17659,Fine Particles,310.0,2022,7.4
17660,Fine Particles,501.0,2022,6.2
17661,Fine Particles,203.0,2022,6.5
17662,Fine Particles,302.0,2022,7.1
17663,Ozone,301.0,2022,29.9
17664,Ozone,201.0,2022,32.4
17666,Ozone,304.0,2022,29.9
17667,Ozone,305.0,2022,30.8
17668,Ozone,105.0,2022,31.4
17669,Ozone,103.0,2022,31.7
17673,Ozone,409.0,2022,34.7
17674,Ozone,206.0,2022,35.2
17675,Ozone,309.0,2022,31.2
17680,Fine Particles,201.0,2022,7.2
17681,Fine Particles,401.0,2022,7.2
17683,Ozone,209.0,2022,35.8
17684,Nitrogen Dioxide,402.0,2022,12.8
17685,Ozone,402.0,2022,33.6
17693,Ozone,204.0,2022,34.4
17694,Ozone,211.0,2022,33.2
17696,Ozone,104.0,2022,33.3
17701,Fine Particles,104.0,2022,7.0
17703,Ozone,406.0,2022,34.2
17704,Ozone,202.0,2022,32.3
17705,Ozone,302.0,2022,30.9
17706,Ozone,102.0,2022,32.2
17711,Ozone,101.0,2022,30.0
17712,Ozone,501.0,2022,34.2
17713,Ozone,401.0,2022,32.9
17714,Fine Particles,303.0,2022,7.0
17715,Fine Particles,205.0,2022,6.7
17716,Fine Particles,405.0,2022,6.5
17719,Nitrogen Dioxide,205.0,2022,12.5
17720,Ozone,205.0,2022,33.7
17723,Ozone,403.0,2022,34.5
17752,Fine Particles,406.0,2022,6.3
17753,Fine Particles,106.0,2022,7.1
17754,Fine Particles,404.0,2022,6.4
17756,Fine Particles,403.0,2022,6.6
17757,Fine Particles,105.0,2022,7.2
17760,Fine Particles,207.0,2022,6.2
17771,Fine Particles,101.0,2022,7.1
17779,Nitrogen Dioxide,207.0,2022,10.2
17780,Nitrogen Dioxide,307.0,2022,19.6
17781,Ozone,207.0,2022,34.9
17784,Ozone,208.0,2022,36.1
17785,Ozone,307.0,2022,28.9
17787,Ozone,407.0,2022,35.2
17795,Fine Particles,210.0,2022,5.8
17807,Fine Particles,103.0,2022,7.1
17811,Fine Particles,208.0,2022,5.9
17812,Fine Particles,107.0,2022,7.2
17817,Fine Particles,309.0,2022,7.6
17818,Fine Particles,204.0,2022,6.4
17819,Fine Particles,504.0,2022,5.6
17822,Fine Particles,306.0,2022,8.3
17842,Nitrogen Dioxide,310.0,2022,16.7
17846,Nitrogen Dioxide,203.0,2022,11.4
17847,Nitrogen Dioxide,403.0,2022,11.0
17848,Nitrogen Dioxide,105.0,2022,13.6
17849,Nitrogen Dioxide,103.0,2022,11.5
17854,Fine Particles,307.0,2022,8.0
17855,Fine Particles,308.0,2022,8.0
17856,Fine Particles,408.0,2022,6.3
17864,Ozone,210.0,2022,37.1
17867,Ozone,306.0,2022,28.8
17879,Ozone,504.0,2022,36.0
17885,Ozone,310.0,2022,30.3
17889,Ozone,203.0,2022,33.7
17892,Nitrogen Dioxide,308.0,2022,16.6
17893,Nitrogen Dioxide,407.0,2022,9.7
17895,Nitrogen Dioxide,208.0,2022,8.6
17913,Ozone,107.0,2022,32.9
17914,Ozone,308.0,2022,30.3
17915,Ozone,410.0,2022,37.5
17916,Ozone,106.0,2022,31.5
17917,Ozone,303.0,2022,31.6
17918,Ozone,405.0,2022,34.2
17919,Ozone,502.0,2022,34.8
17920,Ozone,404.0,2022,33.4
17921,Ozone,503.0,2022,34.8
17922,Fine Particles,301.0,2022,7.2
17923,Nitrogen Dioxide,101.0,2022,10.6
17924,Fine Particles,503.0,2022,5.9
17925,Nitrogen Dioxide,211.0,2022,12.7
17926,Nitrogen Dioxide,410.0,2022,7.0
17927,Fine Particles,410.0,2022,5.5
17929,Nitrogen Dioxide,309.0,2022,13.9
17930,Fine Particles,502.0,2022,5.9
17931,Nitrogen Dioxide,502.0,2022,8.7
17932,Nitrogen Dioxide,304.0,2022,14.7
17933,Ozone,408.0,2022,34.4
17956,Fine Particles,407.0,2022,6.2
17967,Nitrogen Dioxide,107.0,2022,13.4
17976,Nitrogen Dioxide,401.0,2022,13.2
17977,Nitrogen Dioxide,209.0,2022,9.8
17978,Nitrogen Dioxide,303.0,2022,13.0
17979,Nitrogen Dioxide,503.0,2022,8.3
17980,Nitrogen Dioxide,504.0,2022,6.9
17981,Nitrogen Dioxide,404.0,2022,10.7
